PROF,GR,DEN,NEU,RDEP,AC
4381.85,51.22,2.526,18.55,1.522,73.49
4382.01,51.96,2.5413,15.71,1.494,75.05
4382.16,48.07,2.5719,18.33,1.472,73.75
4382.31,56.75,2.5845,18.63,1.437,72.95
4382.46,63.92,2.5768,16.03,1.367,72.36
4382.62,64.65,2.5664,18.56,1.238,72.05
4382.77,55.43,2.5477,15.94,1.139,72.56
4382.92,52.5,2.5264,16.36,1.088,74.11
4383.07,53.6,2.5303,16.04,1.04,73.89
4383.23,57.22,2.538,15.5,0.995,72.68
4383.38,49.77,2.5277,17.74,0.965,73.39
4383.53,51.52,2.5033,17.42,0.954,74.3
4383.68,50.09,2.4822,16.64,0.989,75.61
4383.83,55.15,2.4694,19.18,1.211,76.87
4383.99,56.43,2.4839,18.31,1.355,77.43
4384.14,64.21,2.5189,17.38,1.451,78.04
4384.29,65.09,2.5425,14.62,1.502,73.71
4384.44,62.19,2.5589,14.97,1.548,72.82
4384.6,63.2,2.5783,15.13,1.602,71.99
4384.75,60.02,2.5964,14.62,1.645,69.88
4384.9,61.3,2.6048,13.91,1.692,67.61
4385.05,64.36,2.5994,14.54,1.734,67.72
4385.21,56.52,2.6098,12.9,1.776,64.82
4385.36,49.33,2.642,10.5,1.848,63.39
4385.51,47.35,2.6433,12.13,1.858,63.12
4385.66,46.88,2.6143,12.59,1.801,65.76
4385.82,46.5,2.5997,12.46,1.297,67.32
4385.97,38.99,2.5989,12.61,0.88,67.02
4386.12,47.42,2.6022,13.56,0.703,66.37
4386.27,43.47,2.6089,15.04,0.63,66.88
4386.43,51.53,2.5721,19.13,0.539,74.94
4386.58,39.6,2.4881,24.27,0.512,79.05
4386.73,48.94,2.3992,19.72,0.491,82.95
4386.88,45.32,2.3313,22.75,0.471,87.31
4387.04,47.04,2.305,26.08,0.446,93.07
4387.19,57.15,2.3124,23.61,0.447,94.24
4387.34,65.99,2.3352,25.51,0.446,93.1
4387.49,71.03,2.3674,26.97,0.46,90.51
4387.64,65.85,2.3727,25.94,0.481,88.73
4387.8,65.42,2.3623,26.11,0.523,87.8
4387.95,68.31,2.3646,27.98,0.568,87.38
4388.1,64.35,2.3738,21.13,0.608,87.12
4388.25,63.09,2.3683,23.16,0.66,89.18
4388.41,50.28,2.3471,26.42,0.692,90.59
4388.56,51.94,2.3333,25.79,0.727,89.74
4388.71,49.27,2.3434,20.17,0.774,88.38
4388.86,43.13,2.3598,20.74,0.848,82.59
4389.02,39.06,2.372,20.26,0.942,81.3
4389.17,44.18,2.3943,22.06,1.037,81.16
4389.32,48.51,2.4217,19.34,1.136,80.91
4389.47,51.12,2.4294,18.22,1.212,80.48
4389.63,46.17,2.4603,18.51,1.262,78.63
4389.78,44.57,2.5425,16.9,1.251,73.83
4389.93,42.0,2.5973,16.62,1.194,69.38
4390.08,40.67,2.5833,17.35,1.106,68.14
4390.24,46.16,2.5334,22.61,1.018,66.63
4390.39,49.2,2.4917,22.99,0.936,71.13
4390.54,54.6,2.4487,23.59,0.852,79.23
4390.69,63.06,2.396,21.07,0.758,86.3
4390.85,54.83,2.3644,19.76,0.648,86.79
4391.0,51.96,2.3543,25.97,0.55,88.28
4391.15,59.95,2.3358,27.1,0.502,88.34
4391.3,58.42,2.3066,25.16,0.483,89.4
4391.45,55.17,2.2872,25.87,0.477,93.01
4391.61,64.19,2.2887,25.02,0.482,93.9
4391.76,77.56,2.311,23.33,0.499,94.2
4391.91,81.58,2.363,24.4,0.54,92.52
4392.06,72.21,2.4018,22.34,0.622,90.69
4392.22,70.4,2.4129,25.74,0.718,89.74
4392.37,65.75,2.4136,22.63,0.794,87.84
4392.52,68.08,2.421,20.31,0.866,85.82
4392.67,68.08,2.432,20.21,0.905,85.17
4392.83,55.94,2.4603,24.25,0.902,83.09
4392.98,50.92,2.4917,20.17,0.891,80.05
4393.13,45.95,2.4842,22.51,0.882,78.93
4393.28,42.2,2.453,21.15,0.865,78.41
4393.44,39.07,2.4234,20.01,0.834,79.11
4393.59,43.44,2.4207,17.25,0.812,81.72
4393.74,46.92,2.4481,18.5,0.762,81.21
4393.89,41.98,2.4713,15.85,0.71,79.72
4394.05,43.71,2.4779,16.46,0.667,76.47
4394.2,41.82,2.4706,19.03,0.621,72.89
4394.35,42.69,2.439,21.88,0.593,73.14
4394.5,42.58,2.3895,21.97,0.587,73.73
4394.66,47.25,2.366,24.65,0.61,76.86
4394.81,46.35,2.3681,21.45,0.664,81.61
4394.96,50.36,2.3841,23.01,0.737,87.15
4395.11,42.06,2.4116,21.42,0.795,91.45
4395.26,42.5,2.4671,18.82,0.822,90.83
4395.42,41.87,2.5058,15.47,0.964,83.55
4395.57,43.04,2.5106,14.97,1.108,77.24
4395.72,47.99,2.5056,20.31,0.987,73.54
4395.87,66.04,2.4844,19.62,0.749,71.99
4396.03,70.36,2.455,22.9,0.737,74.81
4396.18,71.76,2.4328,20.03,0.739,77.66
4396.33,72.15,2.4353,23.79,0.722,80.34
4396.48,64.13,2.4371,21.45,0.67,80.08
4396.64,53.05,2.3978,25.05,0.634,82.82
4396.79,46.07,2.3488,24.13,0.619,84.92
4396.94,52.11,2.3145,23.33,0.599,87.16
4397.09,48.46,2.304,24.7,0.575,89.73
4397.25,47.61,2.2989,21.49,0.578,91.33
4397.4,47.12,2.2972,21.45,0.612,90.97
4397.55,48.84,2.312,19.05,0.645,90.5
4397.7,47.19,2.3589,24.08,0.663,76.99
4397.86,43.87,2.4154,18.44,0.678,71.35
4398.01,43.0,2.4309,20.88,0.676,75.98
4398.16,46.8,2.3965,25.34,0.657,75.08
4398.31,42.8,2.3608,25.88,0.644,78.7
4398.47,43.42,2.3394,23.67,0.633,84.36
4398.62,47.03,2.3299,27.11,0.635,86.07
4398.77,49.12,2.3199,25.08,0.64,85.92
4398.92,46.05,2.3027,22.11,0.642,86.3
4399.07,49.27,2.2914,24.36,0.638,87.41
4399.23,42.72,2.2991,21.73,0.624,87.38
4399.38,40.62,2.3121,27.78,0.601,95.75
4399.53,43.56,2.3191,22.38,0.582,96.74
4399.68,47.36,2.318,23.79,0.574,96.36
4399.84,46.58,2.3096,24.53,0.565,96.67
4399.99,46.58,2.2973,24.22,0.549,97.37
4400.14,46.94,2.2849,25.96,0.536,98.32
4400.29,47.48,2.2723,27.07,0.521,100.33
4400.45,41.48,2.2688,24.02,0.499,102.16
4400.6,44.7,2.2704,24.7,0.465,103.66
4400.75,40.57,2.2644,27.41,0.434,101.32
4400.9,46.38,2.2673,24.96,0.412,97.31
4401.06,46.56,2.2756,26.77,0.399,94.95
4401.21,48.32,2.264,30.68,0.39,92.15
4401.36,44.41,2.2476,28.96,0.384,93.54
4401.51,42.14,2.2431,18.45,0.382,94.84
4401.67,44.49,2.2468,21.73,0.386,96.3
4401.82,44.85,2.2628,27.37,0.398,97.14
4401.97,45.69,2.3042,26.18,0.42,96.09
4402.12,47.93,2.3619,27.07,0.447,92.26
4402.28,53.06,2.3866,20.3,0.463,86.22
4402.43,45.69,2.3671,21.43,0.47,82.59
4402.58,41.64,2.3533,21.19,0.47,79.98
4402.73,37.44,2.3428,21.48,0.456,79.71
4402.88,39.39,2.3231,22.72,0.436,82.23
4403.04,37.24,2.2929,23.73,0.419,84.56
4403.19,37.52,2.267,24.35,0.406,88.14
4403.34,42.1,2.2717,21.83,0.402,88.69
4403.49,45.4,2.3346,20.33,0.424,87.24
4403.65,46.58,2.3678,19.78,0.453,85.08
4403.8,54.13,2.3611,19.99,0.493,83.82
4403.95,51.96,2.3734,17.12,0.561,85.74
4404.1,51.96,2.4369,16.1,0.63,84.19
4404.26,53.42,2.5253,16.24,0.701,76.22
4404.41,43.31,2.5761,15.62,0.754,68.37
4404.56,40.95,2.5636,12.39,0.862,67.99
4404.71,36.21,2.5115,15.75,1.012,69.29
4404.87,39.85,2.4814,17.84,1.099,71.86
4405.02,41.31,2.4933,16.23,1.149,72.88
4405.17,38.7,2.5113,16.96,1.161,73.45
4405.32,37.02,2.4889,14.75,1.156,71.65
4405.48,37.24,2.4505,15.5,1.136,71.29
4405.63,38.43,2.4284,20.75,1.095,72.44
4405.78,34.39,2.4229,19.3,1.007,74.96
4405.93,37.58,2.4147,22.9,0.887,76.98
4406.09,34.49,2.4032,23.37,0.794,77.91
4406.24,37.63,2.3794,22.34,0.675,79.04
4406.39,41.33,2.3516,22.12,0.588,81.23
4406.54,44.65,2.3369,24.09,0.544,83.72
4406.69,46.17,2.3582,23.83,0.524,86.1
4406.85,46.89,2.4056,16.54,0.508,84.84
4407.0,47.92,2.4665,16.83,0.494,79.55
4407.15,40.04,2.4988,18.14,0.487,73.26
4407.3,39.82,2.4888,16.46,0.527,69.63
4407.46,34.39,2.447,15.92,0.496,71.24
4407.61,35.0,2.3882,17.63,0.514,77.36
4407.76,41.53,2.343,18.81,0.543,83.46
4407.91,45.17,2.3394,20.04,0.582,85.61
4408.07,40.02,2.361,19.8,0.624,83.71
4408.22,40.62,2.3905,18.74,0.686,81.65
4408.37,45.4,2.4205,17.97,0.801,79.84
4408.52,41.21,2.4639,16.65,0.934,78.11
4408.68,40.76,2.5043,14.91,1.042,74.59
4408.83,39.41,2.5096,16.2,1.111,70.56
4408.98,46.22,2.4594,15.15,1.14,71.89
4409.13,45.85,2.3979,18.42,1.2,74.81
4409.29,40.31,2.3663,18.02,0.941,77.19
4409.44,40.31,2.3968,17.77,1.108,78.94
4409.59,43.28,2.4915,16.56,1.2,74.89
4409.74,47.47,2.5751,14.65,1.052,70.29
4409.9,43.66,2.6017,17.48,0.882,65.24
4410.05,49.56,2.5937,17.69,0.768,64.74
4410.2,46.4,2.5397,22.83,0.714,67.46
4410.35,45.61,2.4521,22.95,0.665,72.69
4410.5,56.43,2.3618,23.9,0.598,78.99
4410.66,49.65,2.3021,20.88,0.55,85.66
4410.81,55.19,2.2851,21.25,0.538,88.5
4410.96,65.13,2.2876,21.64,0.553,87.91
4411.11,65.38,2.3232,21.44,0.611,86.06
4411.27,69.84,2.3807,17.2,0.677,80.79
4411.42,64.88,2.393,21.32,0.849,78.81
4411.57,55.33,2.3861,21.45,0.864,80.57
4411.72,50.66,2.3967,19.41,0.934,76.03
4411.88,52.26,2.4182,19.12,1.008,76.76
4412.03,53.82,2.4275,17.92,1.058,74.95
4412.18,62.26,2.4435,16.1,1.128,74.15
4412.33,60.42,2.4879,15.36,1.19,72.16
4412.49,64.52,2.5443,13.23,1.254,69.13
4412.64,67.88,2.5739,15.32,1.309,67.17
4412.79,58.37,2.5839,15.35,1.359,65.95
4412.94,53.09,2.5826,14.95,1.43,64.36
4413.1,46.41,2.5924,14.18,1.469,64.71
4413.25,46.32,2.6171,11.74,1.439,66.1
4413.4,49.8,2.6229,13.77,1.373,68.85
4413.55,48.02,2.6001,15.98,1.278,74.53
4413.71,46.58,2.5524,17.83,1.121,75.36
4413.86,45.9,2.4989,18.32,0.989,76.81
4414.01,50.77,2.4568,24.77,0.895,79.64
4414.16,58.92,2.429,22.28,0.811,83.08
4414.31,58.5,2.3999,22.66,0.744,87.04
4414.47,57.64,2.3748,25.25,0.688,88.43
4414.62,54.91,2.35,23.53,0.662,88.59
4414.77,54.25,2.335,28.41,0.641,89.22
4414.92,46.68,2.3477,22.28,0.617,90.16
4415.08,50.75,2.3753,22.92,0.594,88.8
4415.23,49.27,2.3739,27.11,0.596,85.77
4415.38,54.19,2.3454,27.3,0.602,88.2
4415.53,53.61,2.3535,25.73,0.588,88.29
4415.69,58.69,2.3738,26.67,0.564,88.81
4415.84,61.67,2.3726,22.08,0.539,90.25
4415.99,61.85,2.3586,22.52,0.518,87.89
4416.14,57.33,2.3394,25.6,0.482,87.78
4416.3,53.76,2.3335,24.47,0.442,89.4
4416.45,54.6,2.3071,25.38,0.428,89.62
4416.6,56.34,2.2621,24.26,0.424,92.36
4416.75,53.75,2.2473,27.16,0.443,93.55
4416.91,48.31,2.2597,23.68,0.466,93.92
4417.06,47.48,2.2997,23.6,0.495,95.85
4417.21,41.35,2.3793,20.51,0.56,91.63
4417.36,46.12,2.4825,21.96,0.635,82.38
4417.52,42.66,2.5306,17.86,0.688,74.37
4417.67,42.04,2.495,16.9,0.712,69.71
4417.82,43.0,2.4142,15.48,0.714,67.86
4417.97,35.77,2.3246,17.76,0.688,69.2
4418.12,40.42,2.2634,20.89,0.633,74.69
4418.28,47.31,2.2349,24.65,0.567,85.44
4418.43,47.56,2.224,27.71,0.494,94.96
4418.58,50.4,2.2258,28.94,0.426,98.99
4418.73,43.46,2.2274,28.74,0.366,100.82
4418.89,39.41,2.2277,31.6,0.335,100.0
4419.04,41.41,2.2325,25.58,0.329,98.31
4419.19,45.16,2.2472,25.81,0.334,97.04
4419.34,44.66,2.2768,24.26,0.337,94.01
4419.5,46.9,2.3168,20.32,0.345,91.27
4419.65,46.25,2.331,21.87,0.357,89.01
4419.8,52.82,2.3267,27.3,0.372,87.82
4419.95,49.5,2.3261,22.46,0.391,87.46
4420.11,53.13,2.324,29.86,0.419,88.31
4420.26,54.46,2.3132,23.6,0.446,90.36
4420.41,50.62,2.3186,23.07,0.497,91.19
4420.56,44.66,2.3492,22.02,0.563,90.43
4420.72,43.99,2.409,20.49,0.722,84.63
4420.87,45.69,2.4541,17.08,0.861,78.81
4421.02,41.32,2.4977,16.73,0.998,73.24
4421.17,42.98,2.5256,15.82,1.104,71.13
4421.33,40.35,2.5267,18.15,1.167,69.78
4421.48,45.61,2.5001,15.74,1.196,69.37
4421.63,34.56,2.4697,19.69,1.163,70.42
4421.78,48.37,2.4272,20.82,1.03,72.87
4421.93,62.95,2.3768,21.49,0.902,75.79
4422.09,61.55,2.3548,23.71,0.781,83.31
4422.24,64.28,2.3616,28.6,0.68,86.65
4422.39,60.32,2.3536,27.25,0.627,87.57
4422.54,58.44,2.3184,22.25,0.58,89.55
4422.7,54.32,2.2909,23.63,0.539,90.18
4422.85,50.5,2.2777,23.15,0.513,90.6
4423.0,47.48,2.2745,23.78,0.493,94.39
4423.15,61.26,2.293,25.07,0.482,95.43
4423.31,54.83,2.3274,24.14,0.509,93.21
4423.46,67.3,2.3358,21.93,0.548,92.39
4423.61,59.9,2.3178,24.62,0.592,92.19
4423.76,58.0,2.3573,21.64,0.63,86.94
4423.92,66.21,2.4779,20.54,0.67,75.52
4424.07,67.88,2.5499,18.17,0.706,74.95
4424.22,55.6,2.5165,21.81,0.749,77.27
4424.37,49.47,2.4367,18.56,0.779,80.15
4424.53,53.43,2.364,19.34,0.809,84.07
4424.68,51.35,2.3136,22.85,0.835,88.45
4424.83,56.28,2.2976,25.1,0.814,87.84
4424.98,58.84,2.3147,25.66,0.757,85.56
4425.14,59.75,2.3261,21.02,0.706,84.94
4425.29,53.92,2.32,24.26,0.668,84.93
4425.44,53.9,2.2946,24.69,0.652,86.81
4425.59,52.34,2.2781,27.44,0.642,93.91
4425.74,51.16,2.2787,24.31,0.624,95.75
4425.9,51.93,2.2896,26.55,0.586,91.58
4426.05,53.86,2.3025,26.57,0.541,85.57
4426.2,56.42,2.3115,25.59,0.522,89.2
4426.35,58.22,2.3159,24.23,0.514,93.65
4426.51,54.07,2.3122,24.97,0.51,93.84
4426.66,50.97,2.2998,24.41,0.514,93.85
4426.81,48.87,2.2829,22.94,0.535,94.92
4426.96,47.25,2.2716,17.76,0.563,94.18
4427.12,43.89,2.2717,23.17,0.601,90.69
4427.27,48.67,2.3058,19.46,0.673,86.71
4427.42,46.83,2.3788,17.82,0.762,81.83
4427.57,39.19,2.4593,15.91,0.864,74.84
4427.73,39.88,2.5245,12.45,1.045,66.03
4427.88,36.87,2.5474,11.4,1.205,62.7
4428.03,37.02,2.5314,13.46,1.303,64.64
4428.18,37.92,2.5047,14.18,1.387,66.58
4428.34,31.98,2.4984,12.86,1.512,69.4
4428.49,38.4,2.4989,13.31,1.607,70.07
4428.64,39.24,2.4902,14.22,1.657,70.26
4428.79,39.87,2.4938,14.36,1.624,69.87
4428.95,40.57,2.5068,14.52,1.52,68.75
4429.1,38.06,2.5169,13.93,1.397,69.46
4429.25,43.18,2.4857,13.23,1.251,71.15
4429.4,48.04,2.409,18.86,1.068,75.87
4429.55,43.42,2.3269,19.27,0.886,81.61
4429.71,48.34,2.2716,23.29,0.71,86.99
4429.86,43.0,2.2502,23.3,0.592,92.83
4430.01,46.29,2.2481,28.91,0.52,95.9
4430.16,43.26,2.2582,29.09,0.456,94.24
4430.32,47.64,2.2664,27.81,0.394,93.62
4430.47,48.68,2.2616,27.55,0.359,93.36
4430.62,47.09,2.2546,24.39,0.344,93.39
4430.77,44.25,2.2425,29.64,0.348,93.99
4430.93,43.74,2.236,26.31,0.356,95.23
4431.08,51.79,2.2392,26.23,0.36,95.82
4431.23,49.21,2.2677,27.4,0.367,94.6
4431.38,55.54,2.31,20.57,0.379,92.61
4431.54,52.79,2.3302,25.15,0.394,91.73
4431.69,59.0,2.3399,25.82,0.408,89.98
4431.84,60.95,2.3727,23.32,0.422,87.25
4431.99,81.56,2.3653,26.73,0.439,85.95
4432.15,66.38,2.319,25.21,0.474,86.95
4432.3,56.18,2.2924,27.11,0.52,87.48
4432.45,49.93,2.2972,23.68,0.552,90.99
4432.6,49.05,2.3252,21.93,0.61,92.06
4432.76,46.94,2.3579,20.46,0.699,89.92
4432.91,50.16,2.3768,18.38,0.797,85.9
4433.06,50.76,2.4158,17.9,0.901,81.23
4433.21,46.02,2.4756,13.28,1.032,76.91
4433.36,42.46,2.5317,13.68,1.112,73.0
4433.52,40.38,2.5534,12.92,1.17,67.54
4433.67,46.51,2.5542,13.12,1.2,62.47
4433.82,47.92,2.5518,14.36,1.214,63.14
4433.97,47.22,2.5526,14.95,1.221,66.57
4434.13,55.07,2.5664,15.16,1.223,68.21
4434.28,63.75,2.5753,18.44,1.213,70.37
4434.43,70.54,2.5651,19.1,1.205,72.19
4434.58,76.14,2.5516,17.44,1.193,74.0
4434.74,72.27,2.535,20.2,1.154,75.78
4434.89,71.43,2.5016,22.65,1.068,77.26
4435.04,76.14,2.472,23.51,0.966,78.54
4435.19,68.24,2.4501,19.92,0.896,79.34
4435.35,65.92,2.4205,23.42,0.857,79.85
4435.5,58.28,2.3919,20.92,0.808,81.37
4435.65,59.9,2.3759,20.04,0.78,83.46
4435.8,50.58,2.3663,20.94,0.768,84.97
4435.96,47.38,2.3518,20.1,0.747,86.73
4436.11,44.74,2.3393,20.31,0.719,87.0
4436.26,42.58,2.3741,17.43,0.702,81.46
4436.41,38.51,2.4326,20.27,0.696,75.98
4436.57,39.05,2.4391,20.53,0.703,74.79
4436.72,47.45,2.4115,22.18,0.715,77.01
4436.87,42.66,2.4091,19.15,0.728,79.73
4437.02,37.12,2.4298,14.05,0.753,81.21
4437.17,38.85,2.4488,17.01,0.794,79.68
4437.33,44.54,2.4577,16.25,0.837,76.7
4437.48,42.1,2.4772,18.33,0.867,73.69
4437.63,33.47,2.5084,15.02,0.887,71.09
4437.78,33.54,2.5204,15.37,0.891,69.36
4437.94,44.79,2.4854,16.51,0.844,70.22
4438.09,44.79,2.4496,18.06,0.796,72.58
4438.24,39.34,2.4113,17.55,0.742,75.4
4438.39,40.49,2.3933,20.22,0.695,78.45
4438.55,44.79,2.3816,19.69,0.647,80.41
4438.7,47.4,2.3538,22.97,0.578,83.11
4438.85,50.14,2.3145,25.08,0.526,85.79
4439.0,48.77,2.2762,21.5,0.487,88.86
4439.16,50.9,2.2513,22.91,0.458,90.91
4439.31,48.61,2.2455,21.99,0.449,91.55
4439.46,47.83,2.258,27.0,0.459,91.62
4439.61,50.26,2.2761,22.02,0.482,90.74
4439.77,47.48,2.3001,24.99,0.507,90.82
4439.92,44.7,2.3459,22.04,0.535,88.33
4440.07,43.98,2.422,22.96,0.581,84.43
4440.22,38.58,2.4616,14.76,0.637,80.68
4440.38,38.91,2.4923,15.27,0.698,73.47
4440.53,38.94,2.5227,14.84,0.78,68.23
4440.68,39.93,2.5061,14.74,0.881,70.95
4440.83,45.32,2.4691,15.17,0.956,74.2
4440.98,48.22,2.4747,16.45,1.001,75.02
4441.14,44.07,2.5145,18.38,0.986,76.36
4441.29,52.83,2.5122,19.55,0.919,75.27
4441.44,48.38,2.4705,20.65,0.82,72.95
4441.59,53.34,2.4161,20.75,0.718,75.93
4441.75,55.46,2.3461,18.8,0.638,82.6
4441.9,51.38,2.2859,27.23,0.573,91.32
4442.05,48.15,2.2429,27.69,0.537,96.71
4442.2,49.96,2.2351,25.43,0.512,99.51
4442.36,46.43,2.2574,28.96,0.483,98.11
4442.51,54.29,2.2936,23.79,0.457,95.45
4442.66,51.41,2.3101,26.53,0.442,93.56
4442.81,49.19,2.3052,25.93,0.44,93.35
4442.97,53.34,2.3008,25.65,0.445,92.58
4443.12,49.26,2.3033,29.13,0.454,92.09
4443.27,53.26,2.298,27.51,0.471,93.03
4443.42,46.68,2.2847,23.4,0.489,94.73
4443.58,43.95,2.2797,25.61,0.505,95.9
4443.73,44.21,2.2942,22.97,0.531,95.17
4443.88,42.97,2.3122,20.76,0.566,94.85
4444.03,45.01,2.3244,22.07,0.612,93.64
4444.19,49.28,2.3513,23.21,0.672,91.32
4444.34,55.73,2.3904,25.97,0.696,87.36
4444.49,55.38,2.4406,20.81,0.661,86.78
4444.64,55.45,2.4824,23.51,0.618,82.72
4444.79,57.32,2.4723,24.1,0.57,79.22
4444.95,53.97,2.4049,28.54,0.531,81.02
4445.1,48.12,2.324,28.2,0.5,85.73
4445.25,42.21,2.2816,32.18,0.472,95.15
4445.4,46.56,2.2724,31.69,0.459,98.59
4445.56,44.38,2.2644,30.41,0.478,98.74
4445.71,45.06,2.2564,24.26,0.517,99.27
4445.86,43.84,2.2741,29.14,0.535,99.84
4446.01,42.26,2.3602,22.83,0.547,92.86
4446.17,38.57,2.4605,17.16,0.555,78.02
4446.32,38.11,2.4554,21.86,0.57,66.46
4446.47,35.83,2.3694,24.56,0.589,67.84
4446.62,40.02,2.2925,26.82,0.59,76.64
4446.78,46.55,2.2673,28.11,0.572,84.74
4446.93,44.22,2.2744,23.8,0.56,91.28
4447.08,45.69,2.2896,21.86,0.545,93.16
4447.23,43.1,2.3204,22.74,0.543,86.75
4447.39,37.7,2.3783,19.9,0.56,79.2
4447.54,39.06,2.4367,17.47,0.589,75.27
4447.69,39.63,2.4465,17.67,0.629,73.37
4447.84,40.64,2.4207,19.09,0.649,75.99
4448.0,41.02,2.4143,18.92,0.638,79.49
4448.15,39.12,2.4315,19.72,0.603,79.76
4448.3,42.43,2.4318,21.2,0.564,80.47
4448.45,40.15,2.4016,23.16,0.531,80.4
4448.6,47.61,2.3575,21.11,0.517,82.6
4448.76,49.35,2.3222,24.76,0.512,87.97
4448.91,55.76,2.3202,25.87,0.494,92.88
4449.06,59.83,2.3487,24.61,0.463,94.03
4449.21,76.46,2.3548,24.5,0.427,94.11
4449.37,76.3,2.3364,36.04,0.395,93.47
4449.52,55.35,2.3065,25.54,0.373,93.23
4449.67,48.45,2.2763,26.87,0.355,95.21
4449.82,44.79,2.2514,26.72,0.341,96.8
4449.98,48.05,2.2382,30.15,0.325,97.93
4450.13,49.68,2.2477,27.55,0.311,98.3
4450.28,41.75,2.2581,26.25,0.305,98.3
4450.43,46.64,2.2683,24.54,0.307,95.7
4450.59,42.02,2.2796,24.09,0.312,93.82
4450.74,46.58,2.2967,22.84,0.326,92.76
4450.89,51.63,2.3061,20.83,0.345,92.03
4451.04,46.09,2.3109,22.93,0.386,90.69
4451.2,43.11,2.3535,20.05,0.474,89.26
4451.35,54.59,2.4345,18.98,0.591,85.09
4451.5,56.43,2.4901,15.96,0.733,80.86
4451.65,59.56,2.5127,14.54,0.909,75.37
4451.81,46.4,2.5327,13.44,1.135,70.91
4451.96,38.36,2.54,13.23,1.327,68.33
4452.11,34.25,2.5187,16.88,1.431,66.49
4452.26,35.56,2.4822,15.52,1.504,67.86
4452.41,35.83,2.4604,14.72,1.551,69.48
4452.57,35.83,2.4718,14.21,1.588,72.77
4452.72,35.04,2.5119,13.96,1.637,74.42
4452.87,32.98,2.5454,12.37,1.722,73.55
4453.02,34.58,2.5748,12.95,1.847,70.24
4453.18,35.83,2.5982,11.02,1.936,67.74
4453.33,36.8,2.6124,11.42,1.958,66.89
4453.48,34.97,2.6218,12.05,1.912,65.21
4453.63,33.28,2.6404,10.9,1.716,64.19
4453.79,38.92,2.6265,17.65,1.351,67.14
4453.94,46.83,2.5564,18.75,0.96,68.34
4454.09,50.21,2.477,17.26,0.718,72.77
4454.24,54.22,2.3773,27.4,0.579,78.46
4454.4,57.06,2.2813,26.85,0.492,83.71
4454.55,51.6,2.2454,25.65,0.423,91.64
4454.7,55.05,2.2394,27.53,0.37,94.63
4454.85,48.06,2.2412,32.33,0.33,94.42
4455.01,48.57,2.2397,24.54,0.29,94.71
4455.16,47.48,2.2382,25.16,0.283,93.83
4455.31,50.62,2.2479,23.18,0.291,93.96
4455.46,48.05,2.2676,25.28,0.311,93.31
4455.62,49.67,2.2901,25.16,0.339,92.93
4455.77,52.65,2.301,23.48,0.367,91.74
4455.92,60.09,2.3095,21.85,0.398,91.09
4456.07,58.46,2.309,24.84,0.434,89.18
4456.22,60.05,2.2989,19.86,0.488,89.14
4456.38,54.21,2.3044,25.36,0.544,90.64
4456.53,58.22,2.3222,22.55,0.599,88.85
4456.68,54.67,2.3572,23.98,0.648,89.13
4456.83,51.21,2.3967,25.96,0.706,88.67
4456.99,56.92,2.448,25.38,0.783,87.13
4457.14,45.1,2.4943,15.1,0.846,84.7
4457.29,51.71,2.4957,21.21,0.885,80.41
4457.44,47.9,2.4674,17.38,0.913,73.24
4457.6,47.33,2.4288,16.51,0.944,73.39
4457.75,57.4,2.4082,17.12,0.948,77.84
4457.9,64.5,2.4058,19.89,0.916,81.21
4458.05,70.59,2.4001,25.49,0.852,84.75
4458.21,63.31,2.3932,27.37,0.747,87.47
4458.36,58.94,2.3831,25.0,0.661,87.46
4458.51,58.81,2.364,25.14,0.58,88.15
4458.66,54.83,2.3409,22.46,0.521,89.45
4458.82,54.89,2.3148,20.44,0.486,91.24
4458.97,57.94,2.2979,21.31,0.468,92.71
4459.12,58.64,2.3146,28.16,0.46,92.87
4459.27,64.69,2.3694,22.44,0.461,91.12
4459.43,60.47,2.4099,21.06,0.477,114.77
4459.58,61.63,2.4209,19.42,0.52,121.47
4459.73,63.2,2.464,16.51,0.583,119.88
4459.88,59.14,2.5456,16.42,0.614,103.47
4460.03,47.68,2.612,17.35,0.64,71.1
4460.19,50.49,2.6263,16.81,0.685,68.29
4460.34,48.7,2.5994,17.65,0.753,67.44
4460.49,49.34,2.5268,16.5,0.801,73.27
4460.64,49.58,2.47,16.5,0.819,74.34
4460.8,37.48,2.4542,18.04,0.827,76.84
4460.95,46.08,2.4519,15.7,0.827,79.17
4461.1,42.42,2.4464,21.78,0.841,78.36
4461.25,43.89,2.4293,17.77,0.876,80.46
4461.41,44.33,2.411,16.55,0.925,83.36
4461.56,40.32,2.3919,16.1,0.98,84.23
4461.71,43.8,2.3971,14.36,1.023,82.64
4461.86,42.83,2.4404,10.25,1.105,80.94
4462.02,39.65,2.5011,11.82,1.192,78.12
4462.17,44.38,2.5446,12.28,1.298,75.02
4462.32,41.22,2.5547,12.66,1.335,70.64
4462.47,44.95,2.555,13.75,1.319,63.37
4462.63,48.2,2.5402,16.77,1.255,68.44
4462.78,53.32,2.4822,20.43,1.171,73.5
4462.93,50.16,2.4057,20.2,1.079,78.56
4463.08,54.91,2.3459,20.07,0.938,83.46
4463.24,58.22,2.3409,22.33,0.762,85.94
4463.39,58.13,2.3682,20.68,0.639,84.41
4463.54,69.27,2.3574,21.72,0.573,84.18
4463.69,64.23,2.324,23.47,0.526,85.26
4463.84,59.03,2.3291,24.23,0.473,84.19
